,Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio,lat,lng
134,Accountant,Private,Entry,Denver,Colorado,23250.0,51054.824,36.45,65610.0,6740.21,80.83,15.16,112.1,45544.0,72350.21,2607.24,95600.21,53662.06,0.56,39.762,-104.8758
135,Accountant,Private,Entry,Covington,Louisiana,98000.0,40351.984,19.57,35226.0,3973.93,80.83,11.7,88.6,45544.0,39199.93,2233.56,137199.93,42585.54,0.31,30.481,-90.1122
136,Accountant,Private,Entry,Ramsey,Minnesota,67500.0,44683.2184,25.42,45756.0,5231.86,68.66,14.05,98.11,45544.0,50987.86,2341.32,118487.86,47024.54,0.4,45.2617,-93.4494
137,Accountant,Private,Entry,Dallas,Texas,68500.0,44860.84,26.83,48294.0,5360.48,80.83,15.32,98.5,45544.0,53654.48,2624.52,122154.48,47485.36,0.39,32.7935,-96.7667
138,Accountant,Private,Entry,Walker,Michigan,93000.0,40916.7296,21.42,38556.0,3880.78,80.83,18.41,89.84,45544.0,42436.78,2958.24,135436.78,43874.97,0.32,42.9853,-85.7446
139,Accountant,Private,Entry,Santa Rosa,California,48480.0,64535.848,27.11,48798.0,6403.12,80.83,30.55,141.7,45544.0,55201.12,4269.36,103681.12,68805.21,0.66,38.4458,-122.7067
140,Accountant,Private,Entry,Pennsauken,New Jersey,67500.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,131701.16,50190.9,0.38,,
141,Accountant,Private,Entry,Reading,Pennsylvania,52000.0,43722.24,28.6,51480.0,6024.26,84.33,17.6,96.0,45544.0,57504.26,2912.76,109504.26,46635.0,0.43,40.34,-75.9267
142,Accountant,Private,Entry,Lockhart,Texas,55000.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,109561.54,44092.33,0.4,29.8785,-97.6831
143,Accountant,Private,Entry,Tampa,Florida,32000.0,46181.616,31.47,56646.0,5623.94,83.25,14.2,101.4,45544.0,62269.94,2532.6,94269.94,48714.22,0.52,27.9945,-82.4447
144,Accountant,Private,Entry,Gilbert,Arizona,57000.0,45721.6216,23.33,41994.0,7393.71,75.34,15.2,100.39,45544.0,49387.71,2545.68,106387.71,48267.3,0.45,33.31,-111.7463
145,Accountant,Private,Entry,Virginia Beach,Virginia,22500.0,45088.56,23.17,41706.0,5225.73,86.7,14.46,99.0,45544.0,46931.73,2602.08,69431.73,47690.64,0.69,36.7335,-76.0435
146,Accountant,Private,Entry,Garner,North Carolina,54000.0,41827.6096,27.48,49464.0,4979.85,80.83,13.49,91.84,45544.0,54443.85,2426.88,108443.85,44254.49,0.41,35.6936,-78.6181
147,Accountant,Private,Entry,Elizabeth,New Jersey,58500.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,122701.16,50190.9,0.41,40.6658,-74.1913
148,Accountant,Private,Entry,Union,New Jersey,58000.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,122201.16,50190.9,0.41,40.6966,-74.2693
149,Accountant,Private,Entry,Wise,Virginia,63000.0,43134.7224,28.91,52038.0,5590.44,86.7,14.46,94.71,45544.0,57628.44,2602.08,120628.44,45736.8,0.38,36.9767,-82.5809
150,Accountant,Private,Entry,Reserve,Louisiana,5000.0,40351.984,19.57,35226.0,3973.93,80.83,11.7,88.6,45544.0,39199.93,2233.56,44199.93,42585.54,0.96,30.0741,-90.5557
151,Accountant,Private,Entry,Gainesville,Florida,28975.0,44314.312,31.24,56232.0,4977.02,83.25,14.2,97.3,45544.0,61209.02,2532.6,90184.02,46846.91,0.52,29.6804,-82.3459
152,Accountant,Private,Entry,Vancouver,Washington,23000.0,48741.1888,27.34,49212.0,4996.3,80.83,11.83,107.02,45544.0,54208.3,2247.6,77208.3,50988.79,0.66,45.6366,-122.5967
153,Accountant,Private,Entry,Burlington,Massachusetts,65000.0,52170.652,64.11,115398.0,6062.35,93.6,31.22,114.55,45544.0,121460.35,4494.96,186460.35,56665.61,0.3,,
154,Accountant,Private,Entry,Seattle,Washington,122500.0,56747.824,43.13,77634.0,10361.54,80.83,11.83,124.6,45544.0,87995.54,2247.6,210495.54,58995.42,0.28,47.6211,-122.3244
155,Accountant,Private,Entry,Jacksonville Beach,Florida,55000.0,46117.8544,31.24,56232.0,4977.02,83.25,14.2,101.26,45544.0,61209.02,2532.6,116209.02,48650.45,0.42,30.2782,-81.4045
156,Accountant,Private,Entry,Glendale,California,61000.0,57271.58,38.47,69246.0,6851.36,80.83,30.55,125.75,45544.0,76097.36,4269.36,137097.36,61540.94,0.45,34.1819,-118.2468
157,Accountant,Private,Entry,Houston,Texas,57500.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,118761.46,46255.67,0.39,29.786,-95.3885
158,Accountant,Private,Entry,Shreveport,Louisiana,48500.0,39076.752,19.57,35226.0,3443.5,80.83,11.7,85.8,45544.0,38669.5,2233.56,87169.5,41310.31,0.47,32.4653,-93.7955
159,Accountant,Private,Entry,Marietta,Georgia,57000.0,41854.936,19.33,34794.0,5285.46,80.83,13.49,91.9,45544.0,40079.46,2426.88,97079.46,44281.82,0.46,33.9533,-84.5422
160,Accountant,Private,Entry,Tampa,Florida,60000.0,46181.616,31.47,56646.0,5623.94,83.25,14.2,101.4,45544.0,62269.94,2532.6,122269.94,48714.22,0.4,27.9945,-82.4447
161,Accountant,Private,Entry,Fort Lauderdale,Florida,56500.0,46117.8544,32.61,58698.0,5474.08,83.25,14.2,101.26,45544.0,64172.08,2532.6,120672.08,48650.45,0.4,26.1412,-80.1464
162,Accountant,Private,Entry,Paramus,New Jersey,59500.0,47092.496,33.85,60930.0,8059.16,82.79,19.49,103.4,45544.0,68989.16,3098.4,128489.16,50190.9,0.39,40.9455,-74.0712
163,Accountant,Private,Entry,Detroit,Michigan,23500.0,42447.008,26.3,47340.0,4267.32,80.83,18.41,93.2,45544.0,51607.32,2958.24,75107.32,45405.25,0.6,42.3834,-83.1024
164,Accountant,Private,Entry,Anaheim,California,150000.0,57271.58,33.12,59616.0,5938.78,80.83,30.55,125.75,45544.0,65554.78,4269.36,215554.78,61540.94,0.29,33.839,-117.8574
165,Accountant,Private,Entry,Elmwood,Wisconsin,87500.0,41608.9984,21.02,37836.0,4333.44,80.83,16.31,91.36,45544.0,42169.44,2731.44,129669.44,44340.44,0.34,44.78,-92.1491
166,Accountant,Private,Entry,Gulf Shores,Alabama,55000.0,40702.6728,20.67,37206.0,4021.31,74.1,14.91,89.37,45544.0,41227.31,2499.48,96227.31,43202.15,0.45,30.2764,-87.7017
167,Accountant,Private,Entry,West Palm Beach,Florida,24500.0,46117.8544,36.56,65808.0,4977.02,83.25,14.2,101.26,45544.0,70785.02,2532.6,95285.02,48650.45,0.51,26.7469,-80.132
168,Accountant,Private,Entry,Plainview,New York,57500.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,124666.4,47797.82,0.38,40.7832,-73.4732
169,Accountant,Private,Entry,Atlanta,Georgia,70000.0,45680.632,34.79,62622.0,7289.35,80.83,13.49,100.3,45544.0,69911.35,2426.88,139911.35,48107.51,0.34,33.7628,-84.422
170,Accountant,Private,Entry,Torrance,California,70000.0,57271.58,36.61,65898.0,7036.89,80.83,30.55,125.75,45544.0,72934.89,4269.36,142934.89,61540.94,0.43,33.8346,-118.3416
171,Accountant,Private,Entry,Bakersfield,California,34475.0,46864.776,26.53,47754.0,5216.85,80.83,30.55,102.9,45544.0,52970.85,4269.36,87445.85,51134.14,0.58,35.3529,-119.0359
172,Accountant,Private,Entry,Lakeland,Florida,42000.0,43904.416,31.24,56232.0,4977.02,83.25,14.2,96.4,45544.0,61209.02,2532.6,103209.02,46437.02,0.45,28.0557,-81.9545
173,Accountant,Private,Entry,Nederland,Texas,66000.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,120561.54,44092.33,0.37,29.9707,-94.0015
174,Accountant,Private,Entry,Kapolei,Hawaii,112500.0,70397.3608,37.48,67464.0,5029.32,63.18,42.34,154.57,45544.0,72493.32,5330.88,184993.32,75728.24,0.41,21.3399,-158.0677
175,Accountant,Private,Entry,Houston,Texas,65000.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,126261.46,46255.67,0.37,29.786,-95.3885
176,Accountant,Private,Entry,San Antonio,Texas,57500.0,42219.288,27.34,49212.0,4251.07,80.83,15.32,92.7,45544.0,53463.07,2624.52,110963.07,44843.81,0.4,29.4632,-98.5238
177,Accountant,Private,Entry,Pennsauken,New Jersey,59000.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,123201.16,50190.9,0.41,,
178,Accountant,Private,Entry,Wendell,North Carolina,53500.0,41827.6096,27.48,49464.0,4979.85,80.83,13.49,91.84,45544.0,54443.85,2426.88,107943.85,44254.49,0.41,35.7819,-78.3952
179,Accountant,Private,Entry,Irvington,New Jersey,60000.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,124201.16,50190.9,0.4,,
180,Accountant,Private,Entry,Chicago,Illinois,66000.0,45589.544,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,135807.68,48286.42,0.36,41.8375,-87.6866
181,Accountant,Private,Entry,Honolulu,Hawaii,22500.0,71959.52,37.48,67464.0,5029.32,63.18,42.34,158.0,45544.0,72493.32,5330.88,94993.32,77290.4,0.81,21.3294,-157.846
182,Accountant,Private,Entry,Southfield,Michigan,42500.0,40916.7296,20.47,36846.0,3880.78,80.83,18.41,89.84,45544.0,40726.78,2958.24,83226.78,43874.97,0.53,42.4765,-83.2605
183,Accountant,Private,Entry,Alpharetta,Georgia,116500.0,41854.936,23.66,42588.0,5285.46,80.83,13.49,91.9,45544.0,47873.46,2426.88,164373.46,44281.82,0.27,34.0704,-84.2738
184,Accountant,Private,Entry,Stafford,Texas,53000.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,107561.54,44092.33,0.41,29.6271,-95.5654
185,Accountant,Private,Entry,Brea,California,55000.0,57271.58,29.26,52668.0,7036.89,80.83,30.55,125.75,45544.0,59704.89,4269.36,114704.89,61540.94,0.54,33.9254,-117.8655
186,Accountant,Private,Entry,West Des Moines,Iowa,70000.0,40752.7712,21.33,38394.0,3640.73,75.86,12.43,89.48,45544.0,42034.73,2252.76,112034.73,43005.53,0.38,41.5521,-93.7806
187,Accountant,Private,Entry,Hauppauge,New York,62000.0,44195.8976,25.22,45396.0,6758.4,80.83,24.37,97.04,45544.0,52154.4,3601.92,114154.4,47797.82,0.42,40.8211,-73.2109
188,Accountant,Private,Entry,Dayton,Ohio,48500.0,40260.896,18.88,33984.0,4054.52,80.83,15.98,88.4,45544.0,38038.52,2695.8,86538.52,42956.7,0.5,39.7805,-84.2003
189,Accountant,Private,Entry,Pawcatuck,Connecticut,56000.0,49442.5664,27.62,49716.0,7073.12,72.47,28.16,108.56,45544.0,56789.12,3910.92,112789.12,53353.49,0.47,41.3774,-71.8492
190,Accountant,Private,Entry,Fort Walton Beach,Florida,72500.0,46117.8544,31.24,56232.0,4977.02,83.25,14.2,101.26,45544.0,61209.02,2532.6,133709.02,48650.45,0.36,30.4255,-86.6222
191,Accountant,Private,Entry,Cedar Rapids,Iowa,73000.0,40124.264,22.91,41238.0,3640.73,75.86,12.43,88.1,45544.0,44878.73,2252.76,117878.73,42377.02,0.36,41.9662,-91.6783
192,Accountant,Private,Entry,Red Bank,New Jersey,57500.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,121701.16,50190.9,0.41,40.348,-74.0672
193,Accountant,Private,Entry,Arvada,Colorado,25000.0,49324.152,22.86,41148.0,5740.88,80.83,15.16,108.3,45544.0,46888.88,2607.24,71888.88,51931.39,0.72,39.832,-105.151
194,Accountant,Private,Entry,Chico,California,82500.0,50326.12,40.28,72504.0,7036.89,80.83,30.55,110.5,45544.0,79540.89,4269.36,162040.89,54595.48,0.34,39.7578,-121.8161
195,Accountant,Private,Entry,Laguna Hills,California,68000.0,57271.58,26.93,48474.0,7036.89,80.83,30.55,125.75,45544.0,55510.89,4269.36,123510.89,61540.94,0.5,33.5918,-117.6991
196,Accountant,Private,Entry,San Clemente,California,60000.0,57271.58,40.28,72504.0,7036.89,80.83,30.55,125.75,45544.0,79540.89,4269.36,139540.89,61540.94,0.44,33.4499,-117.6102
197,Accountant,Private,Entry,Oakland,California,75000.0,57271.58,51.74,93132.0,8415.01,80.83,30.55,125.75,45544.0,101547.01,4269.36,176547.01,61540.94,0.35,37.7904,-122.2166
198,Accountant,Private,Entry,Milwaukee,Wisconsin,85000.0,42720.272,23.29,41922.0,3992.97,80.83,16.31,93.8,45544.0,45914.97,2731.44,130914.97,45451.71,0.35,43.0642,-87.9675
199,Accountant,Private,Entry,Las Vegas,Nevada,22500.0,45862.808,30.23,54414.0,5392.82,80.83,14.88,100.7,45544.0,59806.82,2577.0,82306.82,48439.81,0.59,36.2333,-115.2654
200,Accountant,Private,Entry,Austin,Texas,58000.0,48549.904,41.81,75258.0,6365.46,80.83,15.32,106.6,45544.0,81623.46,2624.52,139623.46,51174.42,0.37,30.3005,-97.7522
201,Accountant,Private,Entry,Greeley,Colorado,120000.0,48322.184,24.28,43704.0,5740.88,80.83,15.16,106.1,45544.0,49444.88,2607.24,169444.88,50929.42,0.3,40.4152,-104.7706
202,Accountant,Private,Entry,Salem,Virginia,45000.0,43134.7224,28.91,52038.0,5590.44,86.7,14.46,94.71,45544.0,57628.44,2602.08,102628.44,45736.8,0.45,37.2864,-80.0555
203,Accountant,Private,Entry,Pawcatuck,Connecticut,65000.0,49442.5664,27.62,49716.0,7073.12,72.47,28.16,108.56,45544.0,56789.12,3910.92,121789.12,53353.49,0.44,41.3774,-71.8492
204,Accountant,Private,Entry,Houston,Texas,57500.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,118761.46,46255.67,0.39,29.786,-95.3885
205,Accountant,Private,Entry,Atlanta,Georgia,50000.0,45680.632,34.79,62622.0,7289.35,80.83,13.49,100.3,45544.0,69911.35,2426.88,119911.35,48107.51,0.4,33.7628,-84.422
206,Accountant,Private,Entry,Tinton Falls,New Jersey,62500.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,126701.16,50190.9,0.4,40.2708,-74.0949
207,Accountant,Private,Entry,New Hyde Park,New York,52500.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,119666.4,47797.82,0.4,40.7323,-73.6858
208,Accountant,Private,Entry,Rosenberg,Texas,52500.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,107061.54,44092.33,0.41,29.5456,-95.8223
209,Accountant,Private,Entry,Herndon,Virginia,65000.0,43134.7224,29.67,53406.0,5590.44,86.7,14.46,94.71,45544.0,58996.44,2602.08,123996.44,45736.8,0.37,38.9699,-77.3867
210,Accountant,Private,Entry,Doylestown,Pennsylvania,60500.0,42560.868,28.6,51480.0,6024.26,84.33,17.6,93.45,45544.0,57504.26,2912.76,118004.26,45473.63,0.39,,
211,Accountant,Private,Entry,Amityville,New York,52500.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,119666.4,47797.82,0.4,40.6696,-73.4156
212,Accountant,Private,Entry,Chicago,Illinois,57500.0,45589.544,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,127307.68,48286.42,0.38,41.8375,-87.6866
213,Accountant,Private,Entry,Milwaukee,Wisconsin,92500.0,42720.272,23.29,41922.0,3992.97,80.83,16.31,93.8,45544.0,45914.97,2731.44,138414.97,45451.71,0.33,43.0642,-87.9675
214,Accountant,Private,Entry,Hilton Head Island,South Carolina,59000.0,49825.136,27.08,48744.0,7073.12,74.17,13.87,109.4,45544.0,55817.12,2388.0,114817.12,52213.14,0.45,32.1896,-80.7499
215,Accountant,Private,Entry,Hackensack,New Jersey,51500.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,115701.16,50190.9,0.43,40.8891,-74.0462
216,Accountant,Private,Entry,Beverly Hills,California,65000.0,57271.58,68.14,122652.0,7036.89,80.83,30.55,125.75,45544.0,129688.89,4269.36,194688.89,61540.94,0.32,34.0786,-118.4021
217,Accountant,Private,Entry,Bloomfield,New Jersey,30500.0,47092.496,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,94701.16,50190.9,0.53,,
218,Accountant,Private,Entry,Chicago,Illinois,54500.0,45589.544,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,124307.68,48286.42,0.39,41.8375,-87.6866
219,Accountant,Private,Entry,Chicago,Illinois,42000.0,45589.544,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,111807.68,48286.42,0.43,41.8375,-87.6866
220,Accountant,Private,Entry,Syosset,New York,70000.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,137166.4,47797.82,0.35,40.8157,-73.502
221,Accountant,Private,Entry,West Jordan,Utah,62500.0,45525.7824,24.79,44622.0,4143.37,69.01,11.02,99.96,45544.0,48765.37,2018.28,111265.37,47544.06,0.43,40.6024,-112.0008
222,Accountant,Private,Entry,Portland,Oregon,5500.0,53058.76,28.45,51210.0,6557.06,72.27,14.12,116.5,45544.0,57767.06,2392.2,63267.06,55450.96,0.88,45.5371,-122.65
223,Accountant,Private,Entry,Milan,Ohio,72500.0,40443.072,20.56,37008.0,4054.52,80.83,15.98,88.8,45544.0,41062.52,2695.8,113562.52,43138.87,0.38,41.2882,-82.5994
224,Accountant,Private,Entry,Houston,Texas,19000.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,80261.46,46255.67,0.58,29.786,-95.3885
225,Accountant,Private,Entry,Fort Lauderdale,Florida,24500.0,46117.8544,32.61,58698.0,5474.08,83.25,14.2,101.26,45544.0,64172.08,2532.6,88672.08,48650.45,0.55,26.1412,-80.1464
226,Accountant,Private,Entry,El Reno,Oklahoma,172500.0,38366.2656,18.37,33066.0,3976.88,81.27,11.52,84.24,45544.0,37042.88,2219.4,209542.88,40585.67,0.19,35.5429,-97.966
227,Accountant,Private,Entry,Williamsville,New York,85000.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,152166.4,47797.82,0.31,42.9623,-78.7418
228,Accountant,Private,Entry,Las Vegas,Nevada,76500.0,45862.808,30.23,54414.0,5392.82,80.83,14.88,100.7,45544.0,59806.82,2577.0,136306.82,48439.81,0.36,36.2333,-115.2654
229,Accountant,Private,Entry,Burleson,Texas,120000.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,174561.54,44092.33,0.25,32.517,-97.3344
230,Accountant,Private,Entry,Logansport,Indiana,125000.0,39759.912,20.45,36810.0,4331.59,80.83,14.42,87.3,45544.0,41141.59,2527.32,166141.59,42287.23,0.25,40.7472,-86.352
231,Accountant,Private,Entry,Pompano Beach,Florida,53000.0,46117.8544,31.24,56232.0,4977.02,83.25,14.2,101.26,45544.0,61209.02,2532.6,114209.02,48650.45,0.43,26.2428,-80.1312
232,Accountant,Private,Entry,Phoenix,Arizona,65500.0,47502.392,26.61,47898.0,5119.48,75.34,15.2,104.3,45544.0,53017.48,2545.68,118517.48,50048.07,0.42,33.5722,-112.0892
233,Accountant,Private,Entry,Eden Prairie,Minnesota,173000.0,44683.2184,25.65,46170.0,5231.86,68.66,14.05,98.11,45544.0,51401.86,2341.32,224401.86,47024.54,0.21,44.8488,-93.4595
234,Accountant,Private,Entry,,Nevada,84000.0,47229.128,26.63,47934.0,5059.37,80.83,14.88,103.7,45544.0,52993.37,2577.0,136993.37,49806.13,0.36,,
235,Accountant,Private,Entry,Nottingham,Maryland,70000.0,46054.0928,26.17,47106.0,6001.22,75.44,18.15,101.12,45544.0,53107.22,2865.48,123107.22,48919.57,0.4,,
236,Accountant,Private,Entry,Hilmar,California,81500.0,57271.58,40.28,72504.0,7036.89,80.83,30.55,125.75,45544.0,79540.89,4269.36,161040.89,61540.94,0.38,,
237,Accountant,Private,Entry,Greenwich,Connecticut,50000.0,49442.5664,50.56,91008.0,7073.12,72.47,28.16,108.56,45544.0,98081.12,3910.92,148081.12,53353.49,0.36,,
238,Accountant,Private,Entry,Washington,District of Columbia,62000.0,54698.344,52.54,94572.0,7073.12,80.83,20.27,120.1,45544.0,101645.12,3159.03,163645.12,57857.38,0.35,38.9047,-77.0163
239,Accountant,Private,Entry,Baltimore,Maryland,77500.0,48732.08,26.17,47106.0,6001.22,75.44,18.15,107.0,45544.0,53107.22,2865.48,130607.22,51597.56,0.4,39.3051,-76.6144
240,Accountant,Private,Entry,Milford,New Hampshire,60000.0,49041.7792,26.74,48132.0,7073.12,80.83,23.62,107.68,45544.0,55205.12,3520.92,115205.12,52562.7,0.46,,
241,Accountant,Private,Entry,Cincinnati,Ohio,49000.0,42082.656,18.83,33894.0,4560.93,80.83,15.98,92.4,45544.0,38454.93,2695.8,87454.93,44778.46,0.51,39.1413,-84.506
242,Accountant,Private,Entry,Arnold,Missouri,60000.0,39973.9688,21.59,38862.0,3937.23,72.8,11.57,87.77,45544.0,42799.23,2123.16,102799.23,42097.13,0.41,38.4297,-90.3733
243,Accountant,Private,Entry,Zionsville,Indiana,49000.0,39759.912,20.45,36810.0,4331.59,80.83,14.42,87.3,45544.0,41141.59,2527.32,90141.59,42287.23,0.47,39.9897,-86.3182
244,Accountant,Private,Entry,Conroe,Texas,67500.0,41467.812,25.88,46584.0,5151.54,80.83,15.32,91.05,45544.0,51735.54,2624.52,119235.54,44092.33,0.37,30.3238,-95.4824
245,Accountant,Private,Entry,Scottsdale,Arizona,103000.0,45721.6216,33.08,59544.0,6794.99,75.34,15.2,100.39,45544.0,66338.99,2545.68,169338.99,48267.3,0.29,33.6872,-111.8651
246,Accountant,Private,Entry,Reston,Virginia,56500.0,43134.7224,30.21,54378.0,5590.44,86.7,14.46,94.71,45544.0,59968.44,2602.08,116468.44,45736.8,0.39,38.9497,-77.3461
247,Accountant,Private,Entry,Sugar Land,Texas,75000.0,41467.812,30.15,54270.0,5151.54,80.83,15.32,91.05,45544.0,59421.54,2624.52,134421.54,44092.33,0.33,29.5935,-95.6358
248,Accountant,Private,Entry,Phoenix,Arizona,69500.0,47502.392,26.61,47898.0,5119.48,75.34,15.2,104.3,45544.0,53017.48,2545.68,122517.48,50048.07,0.41,33.5722,-112.0892
249,Accountant,Private,Entry,Tulsa,Oklahoma,54500.0,39486.648,15.61,28098.0,3561.39,81.27,11.52,86.7,45544.0,31659.39,2219.4,86159.39,41706.05,0.48,36.1283,-95.9042
250,Accountant,Private,Entry,Palo Alto,California,60500.0,57271.58,87.75,157950.0,7036.89,80.83,30.55,125.75,45544.0,164986.89,4269.36,225486.89,61540.94,0.27,37.3905,-122.1468
251,Accountant,Private,Entry,Washington,District of Columbia,63500.0,54698.344,52.54,94572.0,7073.12,80.83,20.27,120.1,45544.0,101645.12,3159.03,165145.12,57857.38,0.35,38.9047,-77.0163
252,Accountant,Private,Entry,Tucson,Arizona,62500.0,44496.488,19.59,35262.0,3896.09,75.34,15.2,97.7,45544.0,39158.09,2545.68,101658.09,47042.17,0.46,32.1541,-110.8787
253,Accountant,Private,Entry,Pittsburgh,Pennsylvania,68000.0,42401.464,25.92,46656.0,5205.47,84.33,17.6,93.1,45544.0,51861.47,2912.76,119861.47,45314.22,0.38,40.4397,-79.9763
254,Accountant,Private,Entry,Louisville,Kentucky,58000.0,41718.304,19.71,35478.0,4469.83,79.56,13.28,91.6,45544.0,39947.83,2388.96,97947.83,44107.26,0.45,38.1663,-85.6485
255,Accountant,Private,Entry,Wilton Manors,Florida,63000.0,46117.8544,31.24,56232.0,4977.02,83.25,14.2,101.26,45544.0,61209.02,2532.6,124209.02,48650.45,0.39,26.1593,-80.1395
