Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
Accountant,Private,Entry,Vancouver,Washington,23000.0,48741.1888,27.34,49212.0,4996.3,80.83,11.83,107.02,45544.0,54208.3,2247.6,77208.3,50988.79,0.66
Accountant,Private,Entry,Burlington,Massachusetts,65000.0,52170.652,64.11,115398.0,6062.35,93.6,31.22,114.55,45544.0,121460.35,4494.96,186460.35,56665.61,0.3
Accountant,Private,Entry,Seattle,Washington,122500.0,56747.82400000000,43.13,77634.0,10361.54,80.83,11.83,124.6,45544.0,87995.54,2247.6,210495.54,58995.42,0.28
Accountant,Private,Entry,Jacksonville Beach,Florida,55000.0,46117.8544,31.24,56232.0,4977.02,83.25,14.2,101.26,45544.0,61209.02,2532.6,116209.02,48650.45,0.42
Accountant,Private,Entry,Glendale,California,61000.0,57271.58,38.47,69246.0,6851.36,80.83,30.55,125.75,45544.0,76097.36,4269.36,137097.36,61540.94,0.45
Accountant,Private,Entry,Houston,Texas,57500.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,118761.46,46255.67,0.39
Accountant,Private,Entry,Shreveport,Louisiana,48500.0,39076.752,19.57,35226.0,3443.5,80.83,11.7,85.8,45544.0,38669.5,2233.56,87169.5,41310.31,0.47
Accountant,Private,Entry,Marietta,Georgia,57000.0,41854.936,19.33,34794.0,5285.46,80.83,13.49,91.9,45544.0,40079.46,2426.88,97079.46,44281.82,0.46
Accountant,Private,Entry,Tampa,Florida,60000.0,46181.61600000000,31.47,56646.0,5623.94,83.25,14.2,101.4,45544.0,62269.94,2532.6,122269.94,48714.22,0.4
Accountant,Private,Entry,Fort Lauderdale,Florida,56500.0,46117.8544,32.61,58698.0,5474.08,83.25,14.2,101.26,45544.0,64172.08,2532.6,120672.08,48650.45,0.4
Accountant,Private,Entry,Paramus,New Jersey,59500.0,47092.49600000000,33.85,60930.0,8059.16,82.79,19.49,103.4,45544.0,68989.16,3098.4,128489.16,50190.9,0.39
Accountant,Private,Entry,Detroit,Michigan,23500.0,42447.008,26.3,47340.0,4267.32,80.83,18.41,93.2,45544.0,51607.32,2958.24,75107.32,45405.25,0.6
Accountant,Private,Entry,Anaheim,California,150000.0,57271.58,33.12,59616.0,5938.78,80.83,30.55,125.75,45544.0,65554.78,4269.36,215554.78,61540.94,0.29
Accountant,Private,Entry,Elmwood,Wisconsin,87500.0,41608.9984,21.02,37836.0,4333.44,80.83,16.31,91.36,45544.0,42169.44,2731.44,129669.44,44340.44,0.34
Accountant,Private,Entry,Gulf Shores,Alabama,55000.0,40702.6728,20.67,37206.0,4021.31,74.1,14.91,89.37,45544.0,41227.31,2499.48,96227.31,43202.15,0.45
Accountant,Private,Entry,West Palm Beach,Florida,24500.0,46117.8544,36.56,65808.0,4977.02,83.25,14.2,101.26,45544.0,70785.02,2532.6,95285.02,48650.45,0.51
Accountant,Private,Entry,Plainview,New York,57500.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,124666.4,47797.82,0.38
Accountant,Private,Entry,Atlanta,Georgia,70000.0,45680.632000000000,34.79,62622.0,7289.35,80.83,13.49,100.3,45544.0,69911.35,2426.88,139911.35,48107.51,0.34
Accountant,Private,Entry,Torrance,California,70000.0,57271.58,36.61,65898.0,7036.89,80.83,30.55,125.75,45544.0,72934.89,4269.36,142934.89,61540.94,0.43
Accountant,Private,Entry,Bakersfield,California,34475.0,46864.776000000000,26.53,47754.0,5216.85,80.83,30.55,102.9,45544.0,52970.85,4269.36,87445.85,51134.14,0.58
Accountant,Private,Entry,Lakeland,Florida,42000.0,43904.416000000000,31.24,56232.0,4977.02,83.25,14.2,96.4,45544.0,61209.02,2532.6,103209.02,46437.02,0.45
Accountant,Private,Entry,Nederland,Texas,66000.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,120561.54,44092.33,0.37
Accountant,Private,Entry,Kapolei,Hawaii,112500.0,70397.3608,37.48,67464.0,5029.32,63.18,42.34,154.57,45544.0,72493.32,5330.88,184993.32,75728.24,0.41
Accountant,Private,Entry,Houston,Texas,65000.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,126261.46,46255.67,0.37
Accountant,Private,Entry,San Antonio,Texas,57500.0,42219.288,27.34,49212.0,4251.07,80.83,15.32,92.7,45544.0,53463.07,2624.52,110963.07,44843.81,0.4
Accountant,Private,Entry,Pennsauken,New Jersey,59000.0,47092.49600000000,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,123201.16,50190.9,0.41
Accountant,Private,Entry,Wendell,North Carolina,53500.0,41827.6096,27.48,49464.0,4979.85,80.83,13.49,91.84,45544.0,54443.85,2426.88,107943.85,44254.49,0.41
Accountant,Private,Entry,Irvington,New Jersey,60000.0,47092.49600000000,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,124201.16,50190.9,0.4
Accountant,Private,Entry,Chicago,Illinois,66000.0,45589.544000000000,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,135807.68,48286.42,0.36
Accountant,Private,Entry,Honolulu,Hawaii,22500.0,71959.52,37.48,67464.0,5029.32,63.18,42.34,158.0,45544.0,72493.32,5330.88,94993.32,77290.4,0.81
Accountant,Private,Entry,Southfield,Michigan,42500.0,40916.7296,20.47,36846.0,3880.78,80.83,18.41,89.84,45544.0,40726.78,2958.24,83226.78,43874.97,0.53
Accountant,Private,Entry,Alpharetta,Georgia,116500.0,41854.936,23.66,42588.0,5285.46,80.83,13.49,91.9,45544.0,47873.46,2426.88,164373.46,44281.82,0.27
Accountant,Private,Entry,Stafford,Texas,53000.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,107561.54,44092.33,0.41
Accountant,Private,Entry,Brea,California,55000.0,57271.58,29.26,52668.0,7036.89,80.83,30.55,125.75,45544.0,59704.89,4269.36,114704.89,61540.94,0.54
Accountant,Private,Entry,West Des Moines,Iowa,70000.0,40752.7712,21.33,38394.0,3640.73,75.86,12.43,89.48,45544.0,42034.73,2252.76,112034.73,43005.53,0.38
Accountant,Private,Entry,Hauppauge,New York,62000.0,44195.8976,25.22,45396.0,6758.4,80.83,24.37,97.04,45544.0,52154.4,3601.92,114154.4,47797.82,0.42
Accountant,Private,Entry,Dayton,Ohio,48500.0,40260.896,18.88,33984.0,4054.52,80.83,15.98,88.4,45544.0,38038.52,2695.8,86538.52,42956.7,0.5
Accountant,Private,Entry,Pawcatuck,Connecticut,56000.0,49442.5664,27.62,49716.0,7073.12,72.47,28.16,108.56,45544.0,56789.12,3910.92,112789.12,53353.49,0.47
Accountant,Private,Entry,Fort Walton Beach,Florida,72500.0,46117.8544,31.24,56232.0,4977.02,83.25,14.2,101.26,45544.0,61209.02,2532.6,133709.02,48650.45,0.36
Accountant,Private,Entry,Cedar Rapids,Iowa,73000.0,40124.264,22.91,41238.0,3640.73,75.86,12.43,88.1,45544.0,44878.73,2252.76,117878.73,42377.02,0.36
Accountant,Private,Entry,Red Bank,New Jersey,57500.0,47092.49600000000,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,121701.16,50190.9,0.41
Accountant,Private,Entry,Arvada,Colorado,25000.0,49324.152,22.86,41148.0,5740.88,80.83,15.16,108.3,45544.0,46888.88,2607.24,71888.88,51931.39,0.72
Accountant,Private,Entry,Chico,California,82500.0,50326.12,40.28,72504.0,7036.89,80.83,30.55,110.5,45544.0,79540.89,4269.36,162040.89,54595.48,0.34
Accountant,Private,Entry,Laguna Hills,California,68000.0,57271.58,26.93,48474.0,7036.89,80.83,30.55,125.75,45544.0,55510.89,4269.36,123510.89,61540.94,0.5
Accountant,Private,Entry,San Clemente,California,60000.0,57271.58,40.28,72504.0,7036.89,80.83,30.55,125.75,45544.0,79540.89,4269.36,139540.89,61540.94,0.44
Accountant,Private,Entry,Oakland,California,75000.0,57271.58,51.74,93132.0,8415.01,80.83,30.55,125.75,45544.0,101547.01,4269.36,176547.01,61540.94,0.35
Accountant,Private,Entry,Milwaukee,Wisconsin,85000.0,42720.272,23.29,41922.0,3992.97,80.83,16.31,93.8,45544.0,45914.97,2731.44,130914.97,45451.71,0.35
Accountant,Private,Entry,Las Vegas,Nevada,22500.0,45862.808,30.23,54414.0,5392.82,80.83,14.88,100.7,45544.0,59806.82,2577.0,82306.82,48439.81,0.59
Accountant,Private,Entry,Austin,Texas,58000.0,48549.904000000000,41.81,75258.0,6365.46,80.83,15.32,106.6,45544.0,81623.46,2624.52,139623.46,51174.42,0.37
Accountant,Private,Entry,Greeley,Colorado,120000.0,48322.184000000000,24.28,43704.0,5740.88,80.83,15.16,106.1,45544.0,49444.88,2607.24,169444.88,50929.42,0.3
Accountant,Private,Entry,Salem,Virginia,45000.0,43134.72240000000,28.91,52038.0,5590.44,86.7,14.46,94.71,45544.0,57628.44,2602.08,102628.44,45736.8,0.45
Accountant,Private,Entry,Pawcatuck,Connecticut,65000.0,49442.5664,27.62,49716.0,7073.12,72.47,28.16,108.56,45544.0,56789.12,3910.92,121789.12,53353.49,0.44
Accountant,Private,Entry,Houston,Texas,57500.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,118761.46,46255.67,0.39
Accountant,Private,Entry,Atlanta,Georgia,50000.0,45680.632000000000,34.79,62622.0,7289.35,80.83,13.49,100.3,45544.0,69911.35,2426.88,119911.35,48107.51,0.4
Accountant,Private,Entry,Tinton Falls,New Jersey,62500.0,47092.49600000000,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,126701.16,50190.9,0.4
Accountant,Private,Entry,New Hyde Park,New York,52500.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,119666.4,47797.82,0.4
Accountant,Private,Entry,Rosenberg,Texas,52500.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,107061.54,44092.33,0.41
Accountant,Private,Entry,Herndon,Virginia,65000.0,43134.72240000000,29.67,53406.0,5590.44,86.7,14.46,94.71,45544.0,58996.44,2602.08,123996.44,45736.8,0.37
Accountant,Private,Entry,Doylestown,Pennsylvania,60500.0,42560.868000000000,28.6,51480.0,6024.26,84.33,17.6,93.45,45544.0,57504.26,2912.76,118004.26,45473.63,0.39
Accountant,Private,Entry,Amityville,New York,52500.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,119666.4,47797.82,0.4
Accountant,Private,Entry,Chicago,Illinois,57500.0,45589.544000000000,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,127307.68,48286.42,0.38
Accountant,Private,Entry,Milwaukee,Wisconsin,92500.0,42720.272,23.29,41922.0,3992.97,80.83,16.31,93.8,45544.0,45914.97,2731.44,138414.97,45451.71,0.33
Accountant,Private,Entry,Hilton Head Island,South Carolina,59000.0,49825.136000000000,27.08,48744.0,7073.12,74.17,13.87,109.4,45544.0,55817.12,2388.0,114817.12,52213.14,0.45
Accountant,Private,Entry,Hackensack,New Jersey,51500.0,47092.49600000000,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,115701.16,50190.9,0.43
Accountant,Private,Entry,Beverly Hills,California,65000.0,57271.58,68.14,122652.0,7036.89,80.83,30.55,125.75,45544.0,129688.89,4269.36,194688.89,61540.94,0.32
Accountant,Private,Entry,Bloomfield,New Jersey,30500.0,47092.49600000000,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,94701.16,50190.9,0.53
Accountant,Private,Entry,Chicago,Illinois,54500.0,45589.544000000000,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,124307.68,48286.42,0.39
Accountant,Private,Entry,Chicago,Illinois,42000.0,45589.544000000000,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,111807.68,48286.42,0.43
Accountant,Private,Entry,Syosset,New York,70000.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,137166.4,47797.82,0.35
Accountant,Private,Entry,West Jordan,Utah,62500.0,45525.7824,24.79,44622.0,4143.37,69.01,11.02,99.96,45544.0,48765.37,2018.28,111265.37,47544.06,0.43
Accountant,Private,Entry,Portland,Oregon,5500.0,53058.76,28.45,51210.0,6557.06,72.27,14.12,116.5,45544.0,57767.06,2392.2,63267.06,55450.96,0.88
Accountant,Private,Entry,Milan,Ohio,72500.0,40443.072,20.56,37008.0,4054.52,80.83,15.98,88.8,45544.0,41062.52,2695.8,113562.52,43138.87,0.38
Accountant,Private,Entry,Houston,Texas,19000.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,80261.46,46255.67,0.58
Accountant,Private,Entry,Fort Lauderdale,Florida,24500.0,46117.8544,32.61,58698.0,5474.08,83.25,14.2,101.26,45544.0,64172.08,2532.6,88672.08,48650.45,0.55
Accountant,Private,Entry,El Reno,Oklahoma,172500.0,38366.2656,18.37,33066.0,3976.88,81.27,11.52,84.24,45544.0,37042.88,2219.4,209542.88,40585.67,0.19
Accountant,Private,Entry,Williamsville,New York,85000.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,152166.4,47797.82,0.31
Accountant,Private,Entry,Las Vegas,Nevada,76500.0,45862.808,30.23,54414.0,5392.82,80.83,14.88,100.7,45544.0,59806.82,2577.0,136306.82,48439.81,0.36
Accountant,Private,Entry,Burleson,Texas,120000.0,41467.812,27.45,49410.0,5151.54,80.83,15.32,91.05,45544.0,54561.54,2624.52,174561.54,44092.33,0.25
Accountant,Private,Entry,Logansport,Indiana,125000.0,39759.912,20.45,36810.0,4331.59,80.83,14.42,87.3,45544.0,41141.59,2527.32,166141.59,42287.23,0.25
Accountant,Private,Entry,Pompano Beach,Florida,53000.0,46117.8544,31.24,56232.0,4977.02,83.25,14.2,101.26,45544.0,61209.02,2532.6,114209.02,48650.45,0.43
Accountant,Private,Entry,Phoenix,Arizona,65500.0,47502.392,26.61,47898.0,5119.48,75.34,15.2,104.3,45544.0,53017.48,2545.68,118517.48,50048.07,0.42
Accountant,Private,Entry,Eden Prairie,Minnesota,173000.0,44683.2184,25.65,46170.0,5231.86,68.66,14.05,98.11,45544.0,51401.86,2341.32,224401.86,47024.54,0.21
Accountant,Private,Entry,,Nevada,84000.0,47229.128,26.63,47934.0,5059.37,80.83,14.88,103.7,45544.0,52993.37,2577.0,136993.37,49806.13,0.36
Accountant,Private,Entry,Nottingham,Maryland,70000.0,46054.092800000000,26.17,47106.0,6001.22,75.44,18.15,101.12,45544.0,53107.22,2865.48,123107.22,48919.57,0.4
Accountant,Private,Entry,Hilmar,California,81500.0,57271.58,40.28,72504.0,7036.89,80.83,30.55,125.75,45544.0,79540.89,4269.36,161040.89,61540.94,0.38
Accountant,Private,Entry,Greenwich,Connecticut,50000.0,49442.5664,50.56,91008.0,7073.12,72.47,28.16,108.56,45544.0,98081.12,3910.92,148081.12,53353.49,0.36
Accountant,Private,Entry,Washington,District of Columbia,62000.0,54698.344,52.54,94572.0,7073.12,80.83,20.27,120.1,45544.0,101645.12,3159.03,163645.12,57857.38,0.35
Accountant,Private,Entry,Baltimore,Maryland,77500.0,48732.08,26.17,47106.0,6001.22,75.44,18.15,107.0,45544.0,53107.22,2865.48,130607.22,51597.56,0.4
Accountant,Private,Entry,Milford,New Hampshire,60000.0,49041.7792,26.74,48132.0,7073.12,80.83,23.62,107.68,45544.0,55205.12,3520.92,115205.12,52562.7,0.46
Accountant,Private,Entry,Cincinnati,Ohio,49000.0,42082.656,18.83,33894.0,4560.93,80.83,15.98,92.4,45544.0,38454.93,2695.8,87454.93,44778.46,0.51
Accountant,Private,Entry,Arnold,Missouri,60000.0,39973.9688,21.59,38862.0,3937.23,72.8,11.57,87.77,45544.0,42799.23,2123.16,102799.23,42097.13,0.41
Accountant,Private,Entry,Zionsville,Indiana,49000.0,39759.912,20.45,36810.0,4331.59,80.83,14.42,87.3,45544.0,41141.59,2527.32,90141.59,42287.23,0.47
Accountant,Private,Entry,Conroe,Texas,67500.0,41467.812,25.88,46584.0,5151.54,80.83,15.32,91.05,45544.0,51735.54,2624.52,119235.54,44092.33,0.37
Accountant,Private,Entry,Scottsdale,Arizona,103000.0,45721.6216,33.08,59544.0,6794.99,75.34,15.2,100.39,45544.0,66338.99,2545.68,169338.99,48267.3,0.29
Accountant,Private,Entry,Reston,Virginia,56500.0,43134.72240000000,30.21,54378.0,5590.44,86.7,14.46,94.71,45544.0,59968.44,2602.08,116468.44,45736.8,0.39
Accountant,Private,Entry,Sugar Land,Texas,75000.0,41467.812,30.15,54270.0,5151.54,80.83,15.32,91.05,45544.0,59421.54,2624.52,134421.54,44092.33,0.33
Accountant,Private,Entry,Phoenix,Arizona,69500.0,47502.392,26.61,47898.0,5119.48,75.34,15.2,104.3,45544.0,53017.48,2545.68,122517.48,50048.07,0.41
Accountant,Private,Entry,Tulsa,Oklahoma,54500.0,39486.648,15.61,28098.0,3561.39,81.27,11.52,86.7,45544.0,31659.39,2219.4,86159.39,41706.05,0.48
Accountant,Private,Entry,Palo Alto,California,60500.0,57271.58,87.75,157950.0,7036.89,80.83,30.55,125.75,45544.0,164986.89,4269.36,225486.89,61540.94,0.27
Accountant,Private,Entry,Washington,District of Columbia,63500.0,54698.344,52.54,94572.0,7073.12,80.83,20.27,120.1,45544.0,101645.12,3159.03,165145.12,57857.38,0.35
Accountant,Private,Entry,Tucson,Arizona,62500.0,44496.488,19.59,35262.0,3896.09,75.34,15.2,97.7,45544.0,39158.09,2545.68,101658.09,47042.17,0.46
Accountant,Private,Entry,Pittsburgh,Pennsylvania,68000.0,42401.46400000000,25.92,46656.0,5205.47,84.33,17.6,93.1,45544.0,51861.47,2912.76,119861.47,45314.22,0.38
Accountant,Private,Entry,Louisville,Kentucky,58000.0,41718.304,19.71,35478.0,4469.83,79.56,13.28,91.6,45544.0,39947.83,2388.96,97947.83,44107.26,0.45
Accountant,Private,Entry,Wilton Manors,Florida,63000.0,46117.8544,31.24,56232.0,4977.02,83.25,14.2,101.26,45544.0,61209.02,2532.6,124209.02,48650.45,0.39
Accountant,Private,Entry,State College,Pennsylvania,110000.0,45452.912,28.6,51480.0,6024.26,84.33,17.6,99.8,45544.0,57504.26,2912.76,167504.26,48365.67,0.29
Accountant,Private,Entry,Vienna,Ohio,53000.0,40443.072,20.56,37008.0,4054.52,80.83,15.98,88.8,45544.0,41062.52,2695.8,94062.52,43138.87,0.46
Accountant,Private,Entry,Allentown,Pennsylvania,17000.0,45043.016,28.6,51480.0,6024.26,84.33,17.6,98.9,45544.0,57504.26,2912.76,74504.26,47955.78,0.64
Accountant,Private,Entry,Columbus,Ohio,93500.0,42765.816000000000,21.28,38304.0,4562.82,80.83,15.98,93.9,45544.0,42866.82,2695.8,136366.82,45461.62,0.33
Accountant,Private,Entry,Chicago,Illinois,66000.0,45589.544000000000,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,135807.68,48286.42,0.36
Accountant,Private,Entry,Gardnerville,Nevada,64500.0,47229.128,26.63,47934.0,5059.37,80.83,14.88,103.7,45544.0,52993.37,2577.0,117493.37,49806.13,0.42
Accountant,Private,Entry,Bellevue,Washington,85000.0,48741.1888,50.16,90288.0,6659.49,80.83,11.83,107.02,45544.0,96947.49,2247.6,181947.49,50988.79,0.28
Accountant,Private,Entry,Fort Lauderdale,Florida,60000.0,46117.8544,32.61,58698.0,5474.08,83.25,14.2,101.26,45544.0,64172.08,2532.6,124172.08,48650.45,0.39
Accountant,Private,Entry,Arecibo,Puerto Rico,35500.0,51851.844,36.46,65628.0,7073.12,80.83,20.27,113.85,45544.0,72701.12,3159.03,108201.12,55010.88,0.51
Accountant,Private,Entry,Minneapolis,Minnesota,70000.0,48003.376,30.87,55566.0,5694.89,68.66,14.05,105.4,45544.0,61260.89,2341.32,131260.89,50344.7,0.38
Accountant,Private,Entry,Dallas,Texas,20000.0,44860.84,26.83,48294.0,5360.48,80.83,15.32,98.5,45544.0,53654.48,2624.52,73654.48,47485.36,0.64
Accountant,Private,Entry,Phoenix,Arizona,95000.0,47502.392,26.61,47898.0,5119.48,75.34,15.2,104.3,45544.0,53017.48,2545.68,148017.48,50048.07,0.34
Accountant,Private,Entry,Miami,Florida,93000.0,50143.944,49.18,88524.0,4541.57,83.25,14.2,110.1,45544.0,93065.57,2532.6,186065.57,52676.54,0.28
Accountant,Private,Entry,Baton Rouge,Louisiana,97500.0,41490.584,20.05,36090.0,3786.25,80.83,11.7,91.1,45544.0,39876.25,2233.56,137376.25,43724.14,0.32
Accountant,Private,Entry,Lawrence,Kansas,80000.0,41718.304,22.91,41238.0,4429.11,80.83,13.85,91.6,45544.0,45667.11,2465.76,125667.11,44184.06,0.35
Accountant,Private,Entry,Compton,California,24500.0,57271.58,40.28,72504.0,7036.89,80.83,30.55,125.75,45544.0,79540.89,4269.36,104040.89,61540.94,0.59
Accountant,Private,Entry,Chicago,Illinois,60000.0,45589.544000000000,34.16,61488.0,8319.68,80.83,15.99,100.1,45544.0,69807.68,2696.88,129807.68,48286.42,0.37
Accountant,Private,Entry,Somerville,New Jersey,57000.0,47092.49600000000,31.19,56142.0,8059.16,82.79,19.49,103.4,45544.0,64201.16,3098.4,121201.16,50190.9,0.41
Accountant,Private,Entry,Phoenix,Arizona,59000.0,47502.392,26.61,47898.0,5119.48,75.34,15.2,104.3,45544.0,53017.48,2545.68,112017.48,50048.07,0.45
Accountant,Private,Entry,Salt Lake City,Utah,60500.0,48231.096000000000,26.96,48528.0,4143.37,69.01,11.02,105.9,45544.0,52671.37,2018.28,113171.37,50249.38,0.44
Accountant,Private,Entry,High Point,North Carolina,50500.0,41827.6096,27.48,49464.0,4979.85,80.83,13.49,91.84,45544.0,54443.85,2426.88,104943.85,44254.49,0.42
Accountant,Private,Entry,Moore,Oklahoma,35000.0,38366.2656,18.37,33066.0,3976.88,81.27,11.52,84.24,45544.0,37042.88,2219.4,72042.88,40585.67,0.56
Accountant,Private,Entry,West Sacramento,California,69500.0,57271.58,40.28,72504.0,7036.89,80.83,30.55,125.75,45544.0,79540.89,4269.36,149040.89,61540.94,0.41
Accountant,Private,Entry,Long Island City,New York,70000.0,44195.8976,33.56,60408.0,6758.4,80.83,24.37,97.04,45544.0,67166.4,3601.92,137166.4,47797.82,0.35
Accountant,Private,Entry,Houston,Texas,64500.0,43631.152,31.12,56016.0,5245.46,80.83,15.32,95.8,45544.0,61261.46,2624.52,125761.46,46255.67,0.37
Accountant,Private,Entry,Omaha,Nebraska,53000.0,42310.376,24.26,43668.0,4094.4,80.83,10.78,92.9,45544.0,47762.4,2134.2,100762.4,44444.58,0.44
Accountant,Private,Entry,Fayetteville,Georgia,47500.0,41854.936,23.66,42588.0,5285.46,80.83,13.49,91.9,45544.0,47873.46,2426.88,95373.46,44281.82,0.46
Accountant,Private,Entry,Irving,Texas,63000.0,41467.812,28.59,51462.0,5115.9,80.83,15.32,91.05,45544.0,56577.9,2624.52,119577.9,44092.33,0.37
Accountant,Private,Entry,Los Angeles,California,57500.0,64034.864000000000,49.02,88236.0,6877.72,80.83,30.55,140.6,45544.0,95113.72,4269.36,152613.72,68304.22,0.45
