,Role,Salary_in_office,Experience,City,State,Salary_remote,Avg.OfficeRent_per_sqft,Avg internet monthly payment,Annual Commute Cost,Electricity Price (cents per kWh),Cost of Living Index,adjusted_national_salary,Remote Work Expenses,Office Rent,In-Office Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
141,Accountant,55000.0,Entry,Lockhart,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,109561.54,44092.331999999995,0.4024435216956606
142,Accountant,32000.0,Entry,Tampa,Florida,46181.61600000001,31.47,83.25,5623.94,14.2,101.4,45544.0,2532.6,56646.0,62269.94,94269.94,48714.21600000001,0.5167523815120706
143,Accountant,57000.0,Entry,Gilbert,Arizona,45721.6216,23.33,75.34,7393.71,15.2,100.39,45544.0,2545.68,41993.99999999999,49387.70999999999,106387.71,48267.3016,0.4536924575216442
144,Accountant,22500.0,Entry,Virginia Beach,Virginia,45088.56,23.17,86.7,5225.73,14.46,99.0,45544.0,2602.08,41706.00000000001,46931.73000000001,69431.73000000001,47690.64,0.686870973832857
145,Accountant,54000.0,Entry,Garner,North Carolina,41827.6096,27.48,80.83,4979.85,13.49,91.84,45544.0,2426.88,49464.0,54443.85,108443.85,44254.48959999999,0.4080866697373801
146,Accountant,58500.0,Entry,Elizabeth,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,122701.16,50190.89600000001,0.4090498899928901
147,Accountant,58000.0,Entry,Union,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,122201.16,50190.89600000001,0.4107235643262307
148,Accountant,63000.0,Entry,Wise,Virginia,43134.72239999999,28.91,86.7,5590.44,14.46,94.71,45544.0,2602.08,52038.0,57628.44,120628.44,45736.80239999999,0.3791543884675951
149,Accountant,5000.0,Entry,Reserve,Louisiana,40351.984,19.57,80.83,3973.93,11.7,88.6,45544.0,2233.56,35226.0,39199.93,44199.93,42585.543999999994,0.9634753720198198
150,Accountant,28975.0,Entry,Gainesville,Florida,44314.312000000005,31.24,83.25,4977.02,14.2,97.3,45544.0,2532.6,56232.0,61209.02,90184.02,46846.912,0.5194591236895406
151,Accountant,23000.0,Entry,Vancouver,Washington,48741.1888,27.34,80.83,4996.3,11.83,107.02,45544.0,2247.6000000000004,49212.0,54208.3,77208.3,50988.788799999995,0.6604055367104313
152,Accountant,65000.0,Entry,Burlington,Massachusetts,52170.652,64.11,93.6,6062.35,31.22,114.55,45544.0,4494.96,115398.0,121460.35,186460.35,56665.612,0.3039016713204711
153,Accountant,122500.0,Entry,Seattle,Washington,56747.82399999999,43.13,80.83,10361.54,11.83,124.6,45544.0,2247.6000000000004,77634.0,87995.54000000001,210495.54,58995.42399999999,0.2802692351581415
154,Accountant,55000.0,Entry,Jacksonville Beach,Florida,46117.8544,31.24,83.25,4977.02,14.2,101.26,45544.0,2532.6,56232.0,61209.02,116209.02,48650.4544,0.4186461119799479
155,Accountant,61000.0,Entry,Glendale,California,57271.58,38.47,80.83,6851.36,30.55,125.75,45544.0,4269.360000000001,69246.0,76097.36,137097.36,61540.94,0.4488849384116514
156,Accountant,57500.0,Entry,Houston,Texas,43631.152,31.12,80.83,5245.46,15.32,95.8,45544.0,2624.52,56016.0,61261.46,118761.46,46255.672,0.3894838611785338
157,Accountant,48500.0,Entry,Shreveport,Louisiana,39076.752,19.57,80.83,3443.5,11.7,85.8,45544.0,2233.56,35226.0,38669.5,87169.5,41310.312,0.4739078691514807
158,Accountant,57000.0,Entry,Marietta,Georgia,41854.936,19.33,80.83,5285.46,13.49,91.9,45544.0,2426.88,34793.99999999999,40079.45999999999,97079.46,44281.816,0.4561399084832157
159,Accountant,60000.0,Entry,Tampa,Florida,46181.61600000001,31.47,83.25,5623.94,14.2,101.4,45544.0,2532.6,56646.0,62269.94,122269.94,48714.21600000001,0.3984153096010353
160,Accountant,56500.0,Entry,Fort Lauderdale,Florida,46117.8544,32.61,83.25,5474.08,14.2,101.26,45544.0,2532.6,58698.0,64172.08,120672.08,48650.4544,0.40316247470003
161,Accountant,59500.0,Entry,Paramus,New Jersey,47092.49600000001,33.85,82.79,8059.16,19.49,103.4,45544.0,3098.4,60930.0,68989.16,128489.16,50190.89600000001,0.390623582565253
162,Accountant,23500.0,Entry,Detroit,Michigan,42447.008,26.3,80.83,4267.32,18.41,93.2,45544.0,2958.24,47340.0,51607.32,75107.32,45405.248,0.6045382527295607
163,Accountant,150000.0,Entry,Anaheim,California,57271.58,33.12,80.83,5938.78,30.55,125.75,45544.0,4269.360000000001,59616.0,65554.78,215554.78,61540.94,0.285500233397747
164,Accountant,87500.0,Entry,Elmwood,Wisconsin,41608.9984,21.02,80.83,4333.44,16.31,91.36,45544.0,2731.4399999999996,37836.0,42169.44,129669.44,44340.4384,0.341949794801304
165,Accountant,55000.0,Entry,Gulf Shores,Alabama,40702.6728,20.67,74.1,4021.31,14.91,89.37,45544.0,2499.48,37206.00000000001,41227.310000000005,96227.31,43202.1528,0.4489593733837099
166,Accountant,24500.0,Entry,West Palm Beach,Florida,46117.8544,36.56,83.25,4977.02,14.2,101.26,45544.0,2532.6,65808.0,70785.02,95285.02,48650.4544,0.5105782042130023
167,Accountant,57500.0,Entry,Plainview,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,124666.4,47797.8176,0.3834057741299981
168,Accountant,70000.0,Entry,Atlanta,Georgia,45680.632000000005,34.79,80.83,7289.35,13.49,100.3,45544.0,2426.88,62622.0,69911.35,139911.35,48107.512,0.3438428118948177
169,Accountant,70000.0,Entry,Torrance,California,57271.58,36.61,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,65898.0,72934.89,142934.89,61540.94,0.4305522605432445
170,Accountant,34475.0,Entry,Bakersfield,California,46864.776000000005,26.53,80.83,5216.85,30.55,102.9,45544.0,4269.360000000001,47754.0,52970.85,87445.85,51134.136000000006,0.5847520036685561
171,Accountant,42000.0,Entry,Lakeland,Florida,43904.416000000005,31.24,83.25,4977.02,14.2,96.4,45544.0,2532.6,56232.0,61209.02,103209.02,46437.016,0.4499317598403705
172,Accountant,66000.0,Entry,Nederland,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,120561.54,44092.331999999995,0.3657246913070286
173,Accountant,112500.0,Entry,Kapolei,Hawaii,70397.3608,37.48,63.18,5029.32,42.34,154.57,45544.0,5330.88,67463.99999999999,72493.31999999998,184993.32,75728.2408,0.4093566232553695
174,Accountant,65000.0,Entry,Houston,Texas,43631.152,31.12,80.83,5245.46,15.32,95.8,45544.0,2624.52,56016.0,61261.46,126261.46,46255.672,0.366348306126034
175,Accountant,57500.0,Entry,San Antonio,Texas,42219.288,27.34,80.83,4251.07,15.32,92.7,45544.0,2624.52,49212.0,53463.07,110963.07,44843.808,0.4041327263205677
176,Accountant,59000.0,Entry,Pennsauken,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,123201.16,50190.89600000001,0.4073898005505793
177,Accountant,53500.0,Entry,Wendell,North Carolina,41827.6096,27.48,80.83,4979.85,13.49,91.84,45544.0,2426.88,49464.0,54443.85,107943.85,44254.48959999999,0.4099769426419383
178,Accountant,60000.0,Entry,Irvington,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,124201.16,50190.89600000001,0.4041097200702473
179,Accountant,66000.0,Entry,Chicago,Illinois,45589.543999999994,34.16,80.83,8319.68,15.99,100.1,45544.0,2696.88,61487.999999999985,69807.68,135807.68,48286.42399999999,0.3555500248586825
180,Accountant,22500.0,Entry,Honolulu,Hawaii,71959.52,37.48,63.18,5029.32,42.34,158.0,45544.0,5330.88,67463.99999999999,72493.31999999998,94993.31999999998,77290.40000000001,0.8136403696596775
181,Accountant,42500.0,Entry,Southfield,Michigan,40916.7296,20.47,80.83,3880.78,18.41,89.84,45544.0,2958.24,36846.0,40726.78,83226.78,43874.9696,0.5271737005805103
182,Accountant,116500.0,Entry,Alpharetta,Georgia,41854.936,23.66,80.83,5285.46,13.49,91.9,45544.0,2426.88,42588.0,47873.46,164373.46,44281.816,0.2693976022649885
183,Accountant,53000.0,Entry,Stafford,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,107561.54,44092.331999999995,0.4099265592515688
184,Accountant,55000.0,Entry,Brea,California,57271.58,29.26,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,52668.0,59704.89,114704.89,61540.94,0.5365154005204138
185,Accountant,70000.0,Entry,West Des Moines,Iowa,40752.7712,21.33,75.86,3640.73,12.43,89.48,45544.0,2252.76,38393.99999999999,42034.73,112034.73,43005.531200000005,0.383858926602492
186,Accountant,62000.0,Entry,Hauppauge,New York,44195.8976,25.22,80.83,6758.4,24.37,97.04,45544.0,3601.92,45396.0,52154.4,114154.4,47797.8176,0.4187120040927025
187,Accountant,48500.0,Entry,Dayton,Ohio,40260.896,18.88,80.83,4054.52,15.98,88.4,45544.0,2695.8,33984.0,38038.52,86538.51999999999,42956.696,0.4963881517733375
188,Accountant,56000.0,Entry,Pawcatuck,Connecticut,49442.5664,27.62,72.47,7073.12,28.16,108.56,45544.0,3910.92,49716.0,56789.12,112789.12,53353.486399999994,0.4730375270238831
189,Accountant,72500.0,Entry,Fort Walton Beach,Florida,46117.8544,31.24,83.25,4977.02,14.2,101.26,45544.0,2532.6,56232.0,61209.02,133709.02000000002,48650.4544,0.363853197039362
190,Accountant,73000.0,Entry,Cedar Rapids,Iowa,40124.264,22.91,75.86,3640.73,12.43,88.1,45544.0,2252.76,41238.0,44878.73,117878.73,42377.024,0.359496781141093
191,Accountant,57500.0,Entry,Red Bank,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,121701.16,50190.89600000001,0.4124109909880892
192,Accountant,25000.0,Entry,Arvada,Colorado,49324.152,22.86,80.83,5740.88,15.16,108.3,45544.0,2607.24,41148.0,46888.88,71888.88,51931.392,0.7223842129686816
193,Accountant,82500.0,Entry,Chico,California,50326.12,40.28,80.83,7036.89,30.55,110.5,45544.0,4269.360000000001,72504.0,79540.89,162040.89,54595.48,0.3369240936654939
194,Accountant,68000.0,Entry,Laguna Hills,California,57271.58,26.93,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,48474.0,55510.89,123510.89,61540.94,0.4982632705504753
195,Accountant,60000.0,Entry,San Clemente,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,139540.89,61540.94,0.4410244194371986
196,Accountant,75000.0,Entry,Oakland,California,57271.58,51.74,80.83,8415.01,30.55,125.75,45544.0,4269.360000000001,93132.0,101547.01,176547.01,61540.94,0.3485810379909577
197,Accountant,85000.0,Entry,Milwaukee,Wisconsin,42720.272,23.29,80.83,3992.97,16.31,93.8,45544.0,2731.4399999999996,41922.0,45914.97,130914.97,45451.71200000001,0.347184985796506
198,Accountant,22500.0,Entry,Las Vegas,Nevada,45862.808,30.23,80.83,5392.82,14.88,100.7,45544.0,2577.0,54414.0,59806.82,82306.82,48439.808,0.588527269064702
199,Accountant,58000.0,Entry,Austin,Texas,48549.903999999995,41.81,80.83,6365.46,15.32,106.6,45544.0,2624.52,75258.0,81623.46,139623.46000000002,51174.42399999999,0.3665173746589576
200,Accountant,120000.0,Entry,Greeley,Colorado,48322.183999999994,24.28,80.83,5740.88,15.16,106.1,45544.0,2607.24,43704.0,49444.88,169444.88,50929.42399999999,0.3005663198557548
201,Accountant,45000.0,Entry,Salem,Virginia,43134.72239999999,28.91,86.7,5590.44,14.46,94.71,45544.0,2602.08,52038.0,57628.44,102628.44,45736.80239999999,0.4456542689336405
202,Accountant,65000.0,Entry,Pawcatuck,Connecticut,49442.5664,27.62,72.47,7073.12,28.16,108.56,45544.0,3910.92,49716.0,56789.12,121789.12,53353.486399999994,0.4380808926117538
203,Accountant,57500.0,Entry,Houston,Texas,43631.152,31.12,80.83,5245.46,15.32,95.8,45544.0,2624.52,56016.0,61261.46,118761.46,46255.672,0.3894838611785338
204,Accountant,50000.0,Entry,Atlanta,Georgia,45680.632000000005,34.79,80.83,7289.35,13.49,100.3,45544.0,2426.88,62622.0,69911.35,119911.35,48107.512,0.4011923141554157
205,Accountant,62500.0,Entry,Tinton Falls,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,126701.16,50190.89600000001,0.3961360416905418
206,Accountant,52500.0,Entry,New Hyde Park,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,119666.4,47797.8176,0.3994255496948183
207,Accountant,52500.0,Entry,Rosenberg,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,107061.54,44092.331999999995,0.411841002847521
208,Accountant,65000.0,Entry,Herndon,Virginia,43134.72239999999,29.67,86.7,5590.44,14.46,94.71,45544.0,2602.08,53406.0,58996.44,123996.44,45736.80239999999,0.3688557703753429
209,Accountant,60500.0,Entry,Doylestown,Pennsylvania,42560.867999999995,28.6,84.33,6024.26,17.6,93.45,45544.0,2912.76,51480.0,57504.26,118004.26,45473.628,0.3853558168154268
210,Accountant,52500.0,Entry,Amityville,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,119666.4,47797.8176,0.3994255496948183
211,Accountant,57500.0,Entry,Chicago,Illinois,45589.543999999994,34.16,80.83,8319.68,15.99,100.1,45544.0,2696.88,61487.999999999985,69807.68,127307.68,48286.42399999999,0.3792891677862639
212,Accountant,92500.0,Entry,Milwaukee,Wisconsin,42720.272,23.29,80.83,3992.97,16.31,93.8,45544.0,2731.4399999999996,41922.0,45914.97,138414.97,45451.71200000001,0.3283728053403472
213,Accountant,59000.0,Entry,Hilton Head Island,South Carolina,49825.136000000006,27.08,74.17,7073.12,13.87,109.4,45544.0,2388.0,48743.99999999999,55817.119999999995,114817.12,52213.136000000006,0.4547504413975896
214,Accountant,51500.0,Entry,Hackensack,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,115701.16,50190.89600000001,0.4337976905330941
215,Accountant,65000.0,Entry,Beverly Hills,California,57271.58,68.14,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,122652.0,129688.89,194688.89,61540.94,0.3160988796022207
216,Accountant,30500.0,Entry,Bloomfield,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,94701.16,50190.89600000001,0.529992409807863
217,Accountant,54500.0,Entry,Chicago,Illinois,45589.543999999994,34.16,80.83,8319.68,15.99,100.1,45544.0,2696.88,61487.999999999985,69807.68,124307.68,48286.42399999999,0.3884428057864164
218,Accountant,42000.0,Entry,Chicago,Illinois,45589.543999999994,34.16,80.83,8319.68,15.99,100.1,45544.0,2696.88,61487.999999999985,69807.68,111807.68,48286.42399999999,0.4318703688333395
219,Accountant,70000.0,Entry,Syosset,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,137166.4,47797.8176,0.3484659333481086
220,Accountant,62500.0,Entry,West Jordan,Utah,45525.7824,24.79,69.01,4143.37,11.02,99.96,45544.0,2018.28,44622.0,48765.37,111265.37,47544.062399999995,0.4273033235767786
221,Accountant,5500.0,Entry,Portland,Oregon,53058.76,28.45,72.27,6557.06,14.12,116.5,45544.0,2392.2,51210.0,57767.06,63267.06,55450.96,0.8764586184343006
222,Accountant,72500.0,Entry,Milan,Ohio,40443.072,20.56,80.83,4054.52,15.98,88.8,45544.0,2695.8,37008.0,41062.52,113562.52,43138.872,0.3798689215420722
223,Accountant,19000.0,Entry,Houston,Texas,43631.152,31.12,80.83,5245.46,15.32,95.8,45544.0,2624.52,56016.0,61261.46,80261.45999999999,46255.672,0.5763123671062051
224,Accountant,24500.0,Entry,Fort Lauderdale,Florida,46117.8544,32.61,83.25,5474.08,14.2,101.26,45544.0,2532.6,58698.0,64172.08,88672.08,48650.4544,0.548655838455577
225,Accountant,172500.0,Entry,El Reno,Oklahoma,38366.2656,18.37,81.27,3976.88,11.52,84.24,45544.0,2219.4,33066.0,37042.88,209542.88,40585.6656,0.1936866840810816
226,Accountant,85000.0,Entry,Williamsville,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,152166.4,47797.8176,0.3141154525572006
227,Accountant,76500.0,Entry,Las Vegas,Nevada,45862.808,30.23,80.83,5392.82,14.88,100.7,45544.0,2577.0,54414.0,59806.82,136306.82,48439.808,0.3553733261475837
228,Accountant,120000.0,Entry,Burleson,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,174561.54,44092.331999999995,0.2525890410911819
229,Accountant,125000.0,Entry,Logansport,Indiana,39759.912,20.45,80.83,4331.59,14.42,87.3,45544.0,2527.3199999999997,36810.0,41141.59,166141.59,42287.232,0.254525263662157
230,Accountant,53000.0,Entry,Pompano Beach,Florida,46117.8544,31.24,83.25,4977.02,14.2,101.26,45544.0,2532.6,56232.0,61209.02,114209.02,48650.4544,0.4259773387425967
231,Accountant,65500.0,Entry,Phoenix,Arizona,47502.392,26.61,75.34,5119.48,15.2,104.3,45544.0,2545.68,47898.0,53017.48,118517.48,50048.072,0.4222843077662468
232,Accountant,173000.0,Entry,Eden Prairie,Minnesota,44683.2184,25.65,68.66,5231.86,14.05,98.11,45544.0,2341.32,46170.0,51401.86,224401.86,47024.5384,0.2095550295349602
233,Accountant,84000.0,Entry,,Nevada,47229.128,26.63,80.83,5059.37,14.88,103.7,45544.0,2577.0,47934.0,52993.37,136993.37,49806.128,0.3635659740321739
234,Accountant,70000.0,Entry,Nottingham,Maryland,46054.092800000006,26.17,75.44,6001.22,18.15,101.12,45544.0,2865.4799999999996,47106.00000000001,53107.22000000001,123107.22,48919.57280000001,0.3973737104939906
235,Accountant,81500.0,Entry,Hilmar,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,161040.89,61540.94,0.3821448080670692
236,Accountant,50000.0,Entry,Greenwich,Connecticut,49442.5664,50.56,72.47,7073.12,28.16,108.56,45544.0,3910.92,91008.0,98081.12,148081.12,53353.486399999994,0.3602990469007797
237,Accountant,62000.0,Entry,Washington,District of Columbia,54698.344,52.54,80.83,7073.12,20.269186534216335,120.1,45544.0,3159.0321456953643,94572.0,101645.12,163645.12,57857.376145695365,0.3535539351597858
238,Accountant,77500.0,Entry,Baltimore,Maryland,48732.08,26.17,75.44,6001.22,18.15,107.0,45544.0,2865.4799999999996,47106.00000000001,53107.22000000001,130607.22,51597.56,0.3950590174111354
239,Accountant,60000.0,Entry,Milford,New Hampshire,49041.7792,26.74,80.83,7073.12,23.62,107.68,45544.0,3520.92,48131.99999999999,55205.119999999995,115205.12,52562.699199999995,0.4562531526376605
240,Accountant,49000.0,Entry,Cincinnati,Ohio,42082.656,18.83,80.83,4560.93,15.98,92.4,45544.0,2695.8,33893.99999999999,38454.92999999999,87454.93,44778.456000000006,0.5120175157649776
241,Accountant,60000.0,Entry,Arnold,Missouri,39973.9688,21.59,72.8,3937.23,11.57,87.77,45544.0,2123.16,38862.0,42799.23,102799.23,42097.128800000006,0.4095082112969134
242,Accountant,49000.0,Entry,Zionsville,Indiana,39759.912,20.45,80.83,4331.59,14.42,87.3,45544.0,2527.3199999999997,36810.0,41141.59,90141.59,42287.232,0.4691201031621474
243,Accountant,67500.0,Entry,Conroe,Texas,41467.812,25.88,80.83,5151.54,15.32,91.05,45544.0,2624.52,46584.0,51735.54,119235.54,44092.331999999995,0.3697918590380015
244,Accountant,103000.0,Entry,Scottsdale,Arizona,45721.6216,33.08,75.34,6794.99,15.2,100.39,45544.0,2545.68,59544.0,66338.99,169338.99,48267.3016,0.2850335979918151
245,Accountant,56500.0,Entry,Reston,Virginia,43134.72239999999,30.21,86.7,5590.44,14.46,94.71,45544.0,2602.08,54378.0,59968.44,116468.44,45736.80239999999,0.3926969606530318
246,Accountant,75000.0,Entry,Sugar Land,Texas,41467.812,30.15,80.83,5151.54,15.32,91.05,45544.0,2624.52,54270.0,59421.54,134421.54,44092.331999999995,0.3280153761071328
247,Accountant,69500.0,Entry,Phoenix,Arizona,47502.392,26.61,75.34,5119.48,15.2,104.3,45544.0,2545.68,47898.0,53017.48,122517.48,50048.072,0.4084973997179831
248,Accountant,54500.0,Entry,Tulsa,Oklahoma,39486.648,15.61,81.27,3561.39,11.52,86.7,45544.0,2219.4,28098.0,31659.39,86159.39,41706.048,0.4840569089451539
249,Accountant,60500.0,Entry,Palo Alto,California,57271.58,87.75,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,157950.0,164986.89,225486.89,61540.94,0.2729246919854187
250,Accountant,63500.0,Entry,Washington,District of Columbia,54698.344,52.54,80.83,7073.12,20.269186534216335,120.1,45544.0,3159.0321456953643,94572.0,101645.12,165145.12,57857.376145695365,0.3503426328655389
251,Accountant,62500.0,Entry,Tucson,Arizona,44496.488,19.59,75.34,3896.09,15.2,97.7,45544.0,2545.68,35262.0,39158.09,101658.09,47042.168,0.4627488869798754
252,Accountant,68000.0,Entry,Pittsburgh,Pennsylvania,42401.46399999999,25.92,84.33,5205.47,17.6,93.1,45544.0,2912.76,46656.00000000001,51861.47000000001,119861.47,45314.223999999995,0.3780549662873315
